"Notes"	"Census Region"	"Census Region Code"	"State"	"State Code"	"Year"	"Year Code"	"Injury Intent"	"Injury Intent Code"	Deaths	Population	Crude Rate
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2005"	"2005"	"Suicide"	"2"	945	5839077	16.2
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2005"	"2005"	"Homicide"	"3"	532	5839077	9.1
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2005"	"2005"	"Undetermined "	"4"	168	5839077	2.9
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2005"	"2005"	"Legal Intervention / Operations of War"	"5"	Suppressed	5839077	Suppressed
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2005"	"2005"	"Non-Injury, no intent classified"	"9"	41025	5839077	702.6
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2006"	"2006"	"Unintentional"	"1"	3352	6029141	55.6
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2006"	"2006"	"Suicide"	"2"	979	6029141	16.2
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2006"	"2006"	"Homicide"	"3"	549	6029141	9.1
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2006"	"2006"	"Undetermined "	"4"	134	6029141	2.2
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2006"	"2006"	"Legal Intervention / Operations of War"	"5"	Suppressed	6029141	Suppressed
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2006"	"2006"	"Non-Injury, no intent classified"	"9"	41342	6029141	685.7
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2007"	"2007"	"Unintentional"	"1"	3161	6167681	51.3
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2007"	"2007"	"Suicide"	"2"	1016	6167681	16.5
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2007"	"2007"	"Homicide"	"3"	528	6167681	8.6
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2007"	"2007"	"Undetermined "	"4"	123	6167681	2.0
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2007"	"2007"	"Legal Intervention / Operations of War"	"5"	17	6167681	0.3 (Unreliable)
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2007"	"2007"	"Non-Injury, no intent classified"	"9"	40709	6167681	660.0
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2008"	"2008"	"Unintentional"	"1"	2956	6280362	47.1
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2008"	"2008"	"Suicide"	"2"	972	6280362	15.5
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2008"	"2008"	"Homicide"	"3"	474	6280362	7.5
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2008"	"2008"	"Undetermined "	"4"	111	6280362	1.8
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2008"	"2008"	"Legal Intervention / Operations of War"	"5"	Suppressed	6280362	Suppressed
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2008"	"2008"	"Non-Injury, no intent classified"	"9"	41301	6280362	657.6
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2009"	"2009"	"Unintentional"	"1"	2919	6343154	46.0
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2009"	"2009"	"Suicide"	"2"	1060	6343154	16.7
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2009"	"2009"	"Homicide"	"3"	387	6343154	6.1
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2009"	"2009"	"Undetermined "	"4"	121	6343154	1.9
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2009"	"2009"	"Legal Intervention / Operations of War"	"5"	Suppressed	6343154	Suppressed
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2009"	"2009"	"Non-Injury, no intent classified"	"9"	41321	6343154	651.4
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2010"	"2010"	"Unintentional"	"1"	3018	6392017	47.2
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2010"	"2010"	"Suicide"	"2"	1093	6392017	17.1
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2010"	"2010"	"Homicide"	"3"	418	6392017	6.5
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2010"	"2010"	"Undetermined "	"4"	163	6392017	2.6
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2010"	"2010"	"Legal Intervention / Operations of War"	"5"	13	6392017	0.2 (Unreliable)
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2010"	"2010"	"Non-Injury, no intent classified"	"9"	42057	6392017	658.0
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2011"	"2011"	"Unintentional"	"1"	3096	6467163	47.9
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2011"	"2011"	"Suicide"	"2"	1160	6467163	17.9
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2011"	"2011"	"Homicide"	"3"	402	6467163	6.2
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2011"	"2011"	"Undetermined "	"4"	144	6467163	2.2
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2011"	"2011"	"Legal Intervention / Operations of War"	"5"	17	6467163	0.3 (Unreliable)
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2011"	"2011"	"Non-Injury, no intent classified"	"9"	43562	6467163	673.6
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2012"	"2012"	"Unintentional"	"1"	3029	6549634	46.2
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2012"	"2012"	"Suicide"	"2"	1156	6549634	17.6
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2012"	"2012"	"Homicide"	"3"	394	6549634	6.0
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2012"	"2012"	"Undetermined "	"4"	204	6549634	3.1
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2012"	"2012"	"Legal Intervention / Operations of War"	"5"	19	6549634	0.3 (Unreliable)
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2012"	"2012"	"Non-Injury, no intent classified"	"9"	44747	6549634	683.2
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2013"	"2013"	"Unintentional"	"1"	3349	6624617	50.6
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2013"	"2013"	"Suicide"	"2"	1163	6624617	17.6
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2013"	"2013"	"Homicide"	"3"	389	6624617	5.9
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2013"	"2013"	"Undetermined "	"4"	199	6624617	3.0
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2013"	"2013"	"Legal Intervention / Operations of War"	"5"	15	6624617	0.2 (Unreliable)
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2013"	"2013"	"Non-Injury, no intent classified"	"9"	45419	6624617	685.6
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2014"	"2014"	"Unintentional"	"1"	3322	6719993	49.4
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2014"	"2014"	"Suicide"	"2"	1244	6719993	18.5
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2014"	"2014"	"Homicide"	"3"	322	6719993	4.8
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2014"	"2014"	"Undetermined "	"4"	176	6719993	2.6
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2014"	"2014"	"Legal Intervention / Operations of War"	"5"	15	6719993	0.2 (Unreliable)
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2014"	"2014"	"Non-Injury, no intent classified"	"9"	46459	6719993	691.4
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2015"	"2015"	"Unintentional"	"1"	3539	6817565	51.9
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2015"	"2015"	"Suicide"	"2"	1276	6817565	18.7
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2015"	"2015"	"Homicide"	"3"	364	6817565	5.3
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2015"	"2015"	"Undetermined "	"4"	161	6817565	2.4
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2015"	"2015"	"Legal Intervention / Operations of War"	"5"	15	6817565	0.2 (Unreliable)
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2015"	"2015"	"Non-Injury, no intent classified"	"9"	48944	6817565	717.9
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2016"	"2016"	"Unintentional"	"1"	4010	6931071	57.9
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2016"	"2016"	"Suicide"	"2"	1271	6931071	18.3
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2016"	"2016"	"Homicide"	"3"	420	6931071	6.1
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2016"	"2016"	"Undetermined "	"4"	178	6931071	2.6
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2016"	"2016"	"Legal Intervention / Operations of War"	"5"	15	6931071	0.2 (Unreliable)
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"2016"	"2016"	"Non-Injury, no intent classified"	"9"	50751	6931071	732.2
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"1999"	"1999"	"Unintentional"	"1"	1519	4226018	35.9
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"1999"	"1999"	"Suicide"	"2"	574	4226018	13.6
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"1999"	"1999"	"Homicide"	"3"	199	4226018	4.7
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"1999"	"1999"	"Undetermined "	"4"	113	4226018	2.7
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"1999"	"1999"	"Legal Intervention / Operations of War"	"5"	Suppressed	4226018	Suppressed
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"1999"	"1999"	"Non-Injury, no intent classified"	"9"	24702	4226018	584.5
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2000"	"2000"	"Unintentional"	"1"	1702	4301261	39.6
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2000"	"2000"	"Suicide"	"2"	613	4301261	14.3
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2000"	"2000"	"Homicide"	"3"	151	4301261	3.5
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2000"	"2000"	"Undetermined "	"4"	98	4301261	2.3
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2000"	"2000"	"Legal Intervention / Operations of War"	"5"	Suppressed	4301261	Suppressed
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2000"	"2000"	"Non-Injury, no intent classified"	"9"	24721	4301261	574.7
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2001"	"2001"	"Unintentional"	"1"	1720	4425687	38.9
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2001"	"2001"	"Suicide"	"2"	722	4425687	16.3
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2001"	"2001"	"Homicide"	"3"	169	4425687	3.8
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2001"	"2001"	"Undetermined "	"4"	108	4425687	2.4
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2001"	"2001"	"Legal Intervention / Operations of War"	"5"	Suppressed	4425687	Suppressed
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2001"	"2001"	"Non-Injury, no intent classified"	"9"	25567	4425687	577.7
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2002"	"2002"	"Unintentional"	"1"	1812	4490406	40.4
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2002"	"2002"	"Suicide"	"2"	727	4490406	16.2
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2002"	"2002"	"Homicide"	"3"	184	4490406	4.1
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2002"	"2002"	"Undetermined "	"4"	95	4490406	2.1
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2002"	"2002"	"Legal Intervention / Operations of War"	"5"	10	4490406	0.2 (Unreliable)
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2002"	"2002"	"Non-Injury, no intent classified"	"9"	26382	4490406	587.5
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2003"	"2003"	"Unintentional"	"1"	1806	4528732	39.9
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2003"	"2003"	"Suicide"	"2"	728	4528732	16.1
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2003"	"2003"	"Homicide"	"3"	192	4528732	4.2
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2003"	"2003"	"Undetermined "	"4"	112	4528732	2.5
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2003"	"2003"	"Legal Intervention / Operations of War"	"5"	11	4528732	0.2 (Unreliable)
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2003"	"2003"	"Non-Injury, no intent classified"	"9"	26657	4528732	588.6
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2004"	"2004"	"Unintentional"	"1"	1810	4575013	39.6
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2004"	"2004"	"Suicide"	"2"	797	4575013	17.4
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2004"	"2004"	"Homicide"	"3"	219	4575013	4.8
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2004"	"2004"	"Undetermined "	"4"	85	4575013	1.9
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2004"	"2004"	"Legal Intervention / Operations of War"	"5"	13	4575013	0.3 (Unreliable)
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2004"	"2004"	"Non-Injury, no intent classified"	"9"	25385	4575013	554.9
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2005"	"2005"	"Unintentional"	"1"	1947	4631888	42.0
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2005"	"2005"	"Suicide"	"2"	800	4631888	17.3
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2005"	"2005"	"Homicide"	"3"	182	4631888	3.9
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2005"	"2005"	"Undetermined "	"4"	108	4631888	2.3
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2005"	"2005"	"Legal Intervention / Operations of War"	"5"	12	4631888	0.3 (Unreliable)
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2005"	"2005"	"Non-Injury, no intent classified"	"9"	26578	4631888	573.8
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2006"	"2006"	"Unintentional"	"1"	1917	4720423	40.6
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2006"	"2006"	"Suicide"	"2"	730	4720423	15.5
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2006"	"2006"	"Homicide"	"3"	181	4720423	3.8
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2006"	"2006"	"Undetermined "	"4"	138	4720423	2.9
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2006"	"2006"	"Legal Intervention / Operations of War"	"5"	Suppressed	4720423	Suppressed
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2006"	"2006"	"Non-Injury, no intent classified"	"9"	26546	4720423	562.4
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2007"	"2007"	"Unintentional"	"1"	2056	4803868	42.8
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2007"	"2007"	"Suicide"	"2"	811	4803868	16.9
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2007"	"2007"	"Homicide"	"3"	173	4803868	3.6
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2007"	"2007"	"Undetermined "	"4"	126	4803868	2.6
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2007"	"2007"	"Legal Intervention / Operations of War"	"5"	Suppressed	4803868	Suppressed
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2007"	"2007"	"Non-Injury, no intent classified"	"9"	26821	4803868	558.3
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2008"	"2008"	"Unintentional"	"1"	2172	4889730	44.4
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2008"	"2008"	"Suicide"	"2"	803	4889730	16.4
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2008"	"2008"	"Homicide"	"3"	194	4889730	4.0
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2008"	"2008"	"Undetermined "	"4"	130	4889730	2.7
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2008"	"2008"	"Legal Intervention / Operations of War"	"5"	Suppressed	4889730	Suppressed
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2008"	"2008"	"Non-Injury, no intent classified"	"9"	27968	4889730	572.0
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2009"	"2009"	"Unintentional"	"1"	2144	4972195	43.1
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2009"	"2009"	"Suicide"	"2"	941	4972195	18.9
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2009"	"2009"	"Homicide"	"3"	194	4972195	3.9
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2009"	"2009"	"Undetermined "	"4"	91	4972195	1.8
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2009"	"2009"	"Legal Intervention / Operations of War"	"5"	Suppressed	4972195	Suppressed
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2009"	"2009"	"Non-Injury, no intent classified"	"9"	27795	4972195	559.0
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2010"	"2010"	"Unintentional"	"1"	2106	5029196	41.9
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2010"	"2010"	"Suicide"	"2"	865	5029196	17.2
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2010"	"2010"	"Homicide"	"3"	172	5029196	3.4
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2010"	"2010"	"Undetermined "	"4"	81	5029196	1.6
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2010"	"2010"	"Legal Intervention / Operations of War"	"5"	19	5029196	0.4 (Unreliable)
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2010"	"2010"	"Non-Injury, no intent classified"	"9"	28222	5029196	561.2
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2011"	"2011"	"Unintentional"	"1"	2330	5118360	45.5
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2011"	"2011"	"Suicide"	"2"	913	5118360	17.8
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2011"	"2011"	"Homicide"	"3"	191	5118360	3.7
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2011"	"2011"	"Undetermined "	"4"	95	5118360	1.9
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2011"	"2011"	"Legal Intervention / Operations of War"	"5"	12	5118360	0.2 (Unreliable)
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2011"	"2011"	"Non-Injury, no intent classified"	"9"	29022	5118360	567.0
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2012"	"2012"	"Unintentional"	"1"	2403	5189867	46.3
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2012"	"2012"	"Suicide"	"2"	1052	5189867	20.3
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2012"	"2012"	"Homicide"	"3"	205	5189867	4.0
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2012"	"2012"	"Undetermined "	"4"	94	5189867	1.8
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2012"	"2012"	"Legal Intervention / Operations of War"	"5"	Suppressed	5189867	Suppressed
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2012"	"2012"	"Non-Injury, no intent classified"	"9"	29372	5189867	565.9
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2013"	"2013"	"Unintentional"	"1"	2422	5267603	46.0
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2013"	"2013"	"Suicide"	"2"	1007	5267603	19.1
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2013"	"2013"	"Homicide"	"3"	184	5267603	3.5
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2013"	"2013"	"Undetermined "	"4"	88	5267603	1.7
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2013"	"2013"	"Legal Intervention / Operations of War"	"5"	Suppressed	5267603	Suppressed
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2013"	"2013"	"Non-Injury, no intent classified"	"9"	30003	5267603	569.6
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2014"	"2014"	"Unintentional"	"1"	2517	5349648	47.0
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2014"	"2014"	"Suicide"	"2"	1083	5349648	20.2
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2014"	"2014"	"Homicide"	"3"	177	5349648	3.3
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2014"	"2014"	"Undetermined "	"4"	96	5349648	1.8
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2014"	"2014"	"Legal Intervention / Operations of War"	"5"	10	5349648	0.2 (Unreliable)
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2014"	"2014"	"Non-Injury, no intent classified"	"9"	31354	5349648	586.1
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2015"	"2015"	"Unintentional"	"1"	2725	5448819	50.0
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2015"	"2015"	"Suicide"	"2"	1093	5448819	20.1
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2015"	"2015"	"Homicide"	"3"	206	5448819	3.8
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2015"	"2015"	"Undetermined "	"4"	64	5448819	1.2
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2015"	"2015"	"Legal Intervention / Operations of War"	"5"	12	5448819	0.2 (Unreliable)
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2015"	"2015"	"Non-Injury, no intent classified"	"9"	32249	5448819	591.9
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2016"	"2016"	"Unintentional"	"1"	2880	5540545	52.0
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2016"	"2016"	"Suicide"	"2"	1168	5540545	21.1
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2016"	"2016"	"Homicide"	"3"	235	5540545	4.2
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2016"	"2016"	"Undetermined "	"4"	68	5540545	1.2
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2016"	"2016"	"Legal Intervention / Operations of War"	"5"	20	5540545	0.4
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"2016"	"2016"	"Non-Injury, no intent classified"	"9"	33159	5540545	598.5
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"1999"	"1999"	"Unintentional"	"1"	597	1275674	46.8
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"1999"	"1999"	"Suicide"	"2"	181	1275674	14.2
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"1999"	"1999"	"Homicide"	"3"	31	1275674	2.4
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"1999"	"1999"	"Undetermined "	"4"	14	1275674	1.1 (Unreliable)
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"1999"	"1999"	"Legal Intervention / Operations of War"	"5"	Suppressed	1275674	Suppressed
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"1999"	"1999"	"Non-Injury, no intent classified"	"9"	8755	1275674	686.3
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"2000"	"2000"	"Unintentional"	"1"	518	1293953	40.0
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"2000"	"2000"	"Suicide"	"2"	167	1293953	12.9
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"2000"	"2000"	"Homicide"	"3"	24	1293953	1.9
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"2000"	"2000"	"Undetermined "	"4"	14	1293953	1.1 (Unreliable)
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"2000"	"2000"	"Legal Intervention / Operations of War"	"5"	Suppressed	1293953	Suppressed
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"2000"	"2000"	"Non-Injury, no intent classified"	"9"	8838	1293953	683.0
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"2001"	"2001"	"Unintentional"	"1"	568	1319962	43.0
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"2001"	"2001"	"Suicide"	"2"	210	1319962	15.9
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"2001"	"2001"	"Homicide"	"3"	41	1319962	3.1
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"2001"	"2001"	"Undetermined "	"4"	21	1319962	1.6
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"2001"	"2001"	"Legal Intervention / Operations of War"	"5"	Suppressed	1319962	Suppressed
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"2001"	"2001"	"Non-Injury, no intent classified"	"9"	8909	1319962	674.9
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"2002"	"2002"	"Unintentional"	"1"	611	1340372	45.6
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"2002"	"2002"	"Suicide"	"2"	202	1340372	15.1
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"2002"	"2002"	"Homicide"	"3"	32	1340372	2.4
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"2002"	"2002"	"Undetermined "	"4"	28	1340372	2.1
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"2002"	"2002"	"Legal Intervention / Operations of War"	"5"	Suppressed	1340372	Suppressed
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"2002"	"2002"	"Non-Injury, no intent classified"	"9"	9048	1340372	675.0
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"2003"	"2003"	"Unintentional"	"1"	605	1363380	44.4
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"2003"	"2003"	"Suicide"	"2"	217	1363380	15.9
